StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Age,Gender,University,Course,City,Real_1,Real_2,Real_3,Real_4,Real_5,Real_6,Real_7,Real_8,Real_9,Real_10,Real_11,Real_12,Real_13,Real_14,Real_15,Real_16,Real_17,Real_18,Real_19,Real_20,Real_21,Real_22,Real_23,Real_24,Real_25,Reported Raw,Reported_1,Reported_2,Reported_3,Reported_4,Reported_5,Reported_6,Reported_7,Reported_8,Reported_9,Reported_10,Reported_11,Reported_12,Reported_13,Reported_14,Reported_15,Reported_16,Reported_17,Reported_18,Reported_19,Reported_20,Reported_21,Reported_22,Reported_23,Reported_24,Reported_25,Pair?,Result,Did you manipulate?,All reasons,All reasons_9_TEXT,Exchange?,Exchange?_1_TEXT,IsHatBetter?,Understanding,Q26
2018-03-13 20:13:26,2018-03-13 20:18:44,0,89.138.149.94,100,317,1,2018-03-13 20:18:45,R_tXmlGj0rlOWQCpX,,,,,32.066696166992,34.766693115234,anonymous,HE,29,1,1,2,1,1,18,2,11,10,8,3,9,13,15,4,7,6,5,24,16,23,21,20,25,22,14,17,19,12,1.איכילוב - סוראסקי2.רבין בילינסון3.שיבא4.רמבם5.סורוקה6.כרמל7.וולפסון8.אסף הרופא9.הדסה10.מאיר11.רבין השרון12.אסותא אשדוד13.קפלן14.בני ציון15.שערי צדק16.הלל יפה17.מעיני הישועה18.יוספטל19.לניאדו20.פוריה21.ברזילי22.נהריה23.המרכזי בעמק24.רבקה זיו25.נצרת,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,2,,,3,,3,2,1
2018-03-13 20:11:36,2018-03-13 20:24:31,0,46.120.7.239,100,775,1,2018-03-13 20:24:32,R_31a3LtX0EXOzmFQ,,,,,32.349304199219,34.994003295898,anonymous,HE,33,1,1,2,28,4,21,3,9,1,7,5,19,18,20,8,6,12,17,25,2,14,22,24,23,16,13,11,10,15,1.מאיר2.רבין בילינסון3.איכילוב - סוראסקי4.הלל יפה5.שיבא6.רבין השרון7.רמבם8.וולפסון9.אסף הרופא10.לניאדו11.מעיני הישועה12.בני ציון13.כרמל14.המרכזי בעמק15.קפלן16.אסותא אשדוד17.סורוקה18.הדסה19.שערי צדק20.נצרת21.נהריה22.ברזילי23.יוספטל24.פוריה25.רבקה זיו,7,9,14,8,20,24,21,12,22,10,4,2,18,1,5,15,19,23,16,11,6,3,17,13,25,2,13,1,"2,3",,3,,3,1,1
2018-03-13 20:26:49,2018-03-13 20:59:06,0,77.139.182.132,100,1936,1,2018-03-13 20:59:07,R_3Ht9OycBbxcloC4,,,,,32.066696166992,34.766693115234,anonymous,HE,32,1,1,2,1,1,19,2,4,7,3,5,9,15,10,12,6,21,17,23,20,18,16,24,25,22,11,13,14,8,1.אסף הרופא2.וולפסון3.שיבא4.איכילוב - סוראסקי5.רבין בילינסון6.אסותא אשדוד7.רבין השרון8.מעיני הישועה9.שערי צדק10.מאיר11.הדסה12.רמבם13.קפלן14.בני ציון15.לניאדו16.ברזילי17.יוספטל18.סורוקה19.הלל יפה20.המרכזי בעמק21.נצרת22.כרמל23.נהריה24.רבקה זיו25.פוריה,,,,,,,,,,,,,,,,,,,,,,,,,,2,3,1,"1,3,5,6,7,8",,3,,1,2,1
2018-03-13 21:02:15,2018-03-13 21:12:04,0,79.181.161.19,100,589,1,2018-03-13 21:12:06,R_2rHKWv1WTQiowX2,,,,,32.066696166992,34.766693115234,anonymous,HE,30,1,1,2,7,4,24,2,12,10,1,5,6,8,7,14,9,18,13,23,20,19,11,22,25,21,17,16,15,3,1.אסף הרופא2.אסותא אשדוד3.קפלן4.וולפסון5.הדסה6.שערי צדק7.איכילוב - סוראסקי8.שיבא9.רבין בילינסון10.מאיר11.רבין השרון12.סורוקה13.רמבם14.בני ציון15.כרמל16.לניאדו17.הלל יפה18.יוספטל19.מעיני הישועה20.המרכזי בעמק21.נצרת22.ברזילי23.נהריה24.פוריה25.רבקה זיו,,,,,,,,,,,,,,,,,,,,,,,,,,2,3,1,"1,2,3,4,5,6,8",,3,,3,1,1
2018-03-13 21:09:14,2018-03-13 21:16:03,0,109.66.7.254,100,408,1,2018-03-13 21:16:04,R_1OTyOUehIxp0ODO,,,,,31.5,34.75,anonymous,HE,29,2,1,1,6,4,22,1,3,5,7,2,13,12,14,9,6,11,10,23,17,15,20,21,19,18,16,25,24,8," 1.שיבא2.רבין השרון3.אסף הרופא4.וולפסון5.אסותא אשדוד6.קפלן7.בני ציון8.סורוקה9.רבין בילינסון10.רמבם11.מאיר12.המרכזי בעמק13.יוספטל14.הדסה15.שערי צדק16.כרמל17.איכילוב - סוראסקי18.הלל יפה19.מעיני הישועה20.לניאדו21.נצרת22.ברזילי23.נהריה24.פוריה25.רבקה זיו",3,13,22,10,19,7,17,16,15,24,11,2,23,25,14,20,5,6,1,4,12,8,9,21,18,2,23,1,"3,4,6",,3,,3,2,1
2018-03-13 23:56:39,2018-03-14 00:07:52,0,93.172.62.37,100,673,1,2018-03-14 00:07:53,R_3oZ3dgBZXkAhSNK,,,,,31.964202880859,34.804397583008,anonymous,HE,30,2,1,2,6,4,19,2,9,6,10,1,16,14,18,3,8,11,13,24,15,17,23,25,20,7,12,21,22,5,1.שיבא2.רמבם3.וולפסון4.מאיר5.אסותא אשדוד6.רבין בילינסון7.המרכזי בעמק8.אסף הרופא9.רבין השרון10.בני ציון11.נהריה12.קפלן13.הלל יפה14.איכילוב - סוראסקי15.הדסה16.סורוקה17.שערי צדק18.כרמל19.יוספטל20.מעיני הישועה21.ברזילי22.לניאדו23.נצרת24.רבקה זיו25.פוריה,,,,,,,,,,,,,,,,,,,,,,,,,,2,23,1,"1,4,5,8",,3,,2,2,1
2018-03-14 00:17:05,2018-03-14 00:29:40,0,79.179.145.50,100,754,1,2018-03-14 00:29:41,R_1cYC5n3niOREImR,,,,,31.5,34.75,anonymous,HE,33,2,1,2,1,1,5,16,20,3,11,15,10,21,19,6,8,2,18,7,17,9,25,13,22,12,4,24,23,14,1.בני ציון2.יוספטל3.רמבם4.כרמל5.מאיר6.איכילוב - סוראסקי7.אסף הרופא8.הדסה9.המרכזי בעמק10.שיבא11.וולפסון12.סורוקה13.רבין בילינסון14.שערי צדק15.הלל יפה16.קפלן17.לניאדו18.רבין השרון19.אסותא אשדוד20.מעיני הישועה21.נצרת22.נהריה23.פוריה24.רבקה זיו25.ברזילי,,,,,,,,,,,,,,,,,,,,,,,,,,2,4,1,"2,3,5,7",,3,,1,4,1
2018-03-14 07:45:00,2018-03-14 07:59:24,0,2.55.24.5,100,864,1,2018-03-14 07:59:25,R_RQQLQWiFgqpyWbf,,,,,32.066696166992,34.766693115234,anonymous,HE,31,1,1,2,58,7,24,2,3,1,19,17,23,16,8,10,4,14,12,22,6,15,20,21,25,11,13,18,5,9,,7,20,6,2,1,10,8,19,11,17,12,3,14,13,25,4,16,22,24,21,23,18,15,5,9,2,13,1,"1,3,4,5,6,8",,3,,3,2,1
2018-03-14 09:22:05,2018-03-14 09:28:38,0,2.55.179.17,100,392,1,2018-03-14 09:28:39,R_3EmHj8B0gFeb3wJ,,,,,31.5,34.75,anonymous,HE,30,1,2,1,67,17,23,16,14,21,10,6,13,24,20,4,7,2,5,8,15,1,18,11,19,9,3,12,22,25,,16,25,24,8,15,23,11,22,5,7,13,6,2,4,12,20,1,19,18,10,9,3,17,21,14,2,8,2,,,3,,3,2,1
2018-03-14 09:13:46,2018-03-14 09:33:47,0,37.26.147.222,100,1200,1,2018-03-14 09:33:48,R_2lZYn9YCl1dRP9v,,,,,32.066696166992,34.766693115234,anonymous,HE,30,2,2,1,54,3,13,2,16,10,7,4,5,18,6,1,11,8,14,25,15,21,20,24,23,12,9,19,22,17,,7,13,8,14,15,3,2,10,18,9,1,4,5,16,25,12,11,23,24,21,22,6,19,20,17,2,14,1,"1,5,6",,2,,1,3,1
2018-03-14 09:55:52,2018-03-14 10:08:12,0,132.72.209.207,100,739,1,2018-03-14 10:08:13,R_2fJmZv08C3qVZWO,,,,,31.5,34.75,anonymous,HE,25,2,2,1,42,5,19,1,2,3,20,4,11,7,21,10,8,24,6,22,17,13,23,25,16,15,18,12,14,9,,8,20,5,1,2,19,6,9,3,16,7,10,15,4,25,18,14,23,24,17,22,21,12,13,11,2,21,1,"1,6,7",,3,,2,4,1
2018-03-14 10:39:36,2018-03-14 10:51:32,0,89.139.167.253,100,715,1,2018-03-14 10:51:32,R_Ab1FhLoqup9mQGB,,,,,31.5,34.75,anonymous,HE,35,2,2,1,67,2,25,8,16,10,12,11,9,15,1,3,17,7,6,22,14,4,23,21,24,20,5,18,19,13,1.המרכזי בעמק2.רמבם3.כרמל4.בני ציון5.איכילוב - סוראסקי6.רבין בילינסון7.שיבא8.סורוקה9.שערי צדק10.הדסה11.הלל יפה12.מאיר13.לניאדו14.וולפסון15.אסף הרופא16.אסותא אשדוד17.יוספטל18.פוריה19.רבקה זיו20.נהריה21.מעיני הישועה22.רבין השרון23.קפלן24.נצרת25.ברזילי,,,,,,,,,,,,,,,,,,,,,,,,,,2,8,1,9,"אנחנו עוברים לקיבוץ של בן הזוג שלי. ולכן דירגתי את הבית החולים הקרוב ביותר לקיבוץ שלו במקום הראשון (בגלל שיקולי חינוך וילדים). במקרה זהו בית חולים בינוני, לא יותר מדי מבוקש אך נחשב גם לטוב - העמק. לכן לא היתה לי הרבה התלבטות. בעולם אידיאלי, שבו לא היינו עוברים לקיבוץ הייתי רוצה להיות בשערי צדק. אני חושבת שאינני מייצגת את השיקולים של רוב הסטודנטים שרוצים בית חולים גדול במרכז.",3,,1,3,1
2018-03-14 11:09:50,2018-03-14 11:18:56,0,81.218.117.133,100,545,1,2018-03-14 11:18:57,R_2ZJ3CsqCyG61fjU,,,,,32.066696166992,34.766693115234,anonymous,HE,30,1,2,1,67,2,9,7,10,15,13,11,3,12,8,4,6,16,1,25,17,18,21,24,19,23,14,22,20,5,1.סורוקה 2.מאיר 3.אסותא אשדוד תאריך הזנה:21/01/2018 לרשימת ההעדפות 1.סורוקה2.מאיר3.אסותא אשדוד4.הדסה5.יוספטל6.רמבם7.שיבא8.וולפסון9.המרכזי בעמק10.אסף הרופא11.בני ציון12.כרמל13.רבין השרון14.רבין בילינסון15.קפלן16.איכילוב - סוראסקי17.מעיני הישועה18.הלל יפה19.שערי צדק20.נהריה21.לניאדו22.נצרת23.ברזילי24.רבקה זיו25.פוריה,,,,,,,,,,,,,,,,,,,,,,,,,,1,16,1,"1,5,6,9",בחרתי למקומות השניים והשלישי בתי חולים שריאלים לקבלה במקומות הללו.,3,,3,1,1
2018-03-14 11:20:57,2018-03-14 11:42:42,0,128.139.251.9,100,1305,1,2018-03-14 11:42:42,R_3EbVvDWE5DblyE6,,,,,31.5,34.75,anonymous,HE,27,2,2,1,67,1,21,2,8,7,5,4,14,10,15,16,3,17,9,25,11,20,13,22,24,23,18,19,12,6,,1,20,8,5,3,4,11,10,7,12,9,2,14,13,25,17,16,22,24,21,23,15,19,18,6,2,9,1,"2,5,9","1. מראש לא דירגתי בתי חולים שרציתי במקומות 2-3 (למשל בילינסון או שיבא) כי אפשר לקבל אותם רק במקום ראשון ולא רציתי ""לבזבז"" מקום ריאלי. 2. בנוסף, ידעתי שברגע שאני שמה את וולפסון במקום השני אני בוודאות אקבל אותו ואין לי שום סיכוי לקבל את המקום הראשון שלי שהיה איכילוב (אבל שמתי אותו במקום הראשון ליתר בטחון)",3,,1,1,1
2018-03-14 12:29:43,2018-03-14 12:46:39,0,132.72.237.166,100,1015,1,2018-03-14 12:46:39,R_3PNoVwye3A83rsS,,,,,31.5,34.75,anonymous,HE,31,1,2,1,67,2,4,1,17,6,8,5,15,12,11,7,16,13,10,23,20,18,25,24,19,22,9,14,21,3,1.רבין בילינסון2.אסותא אשדוד3.יוספטל4.מאיר5.איכילוב - סוראסקי6.שיבא7.אסף הרופא8.קפלן9.רבין השרון10.וולפסון11.שערי צדק12.הדסה13.סורוקה14.רמבם15.בני ציון16.כרמל17.הלל יפה18.מעיני הישועה19.המרכזי בעמק20.לניאדו21.נצרת22.נהריה23.רבקה זיו24.ברזילי25.פוריה,,,,,,,,,,,,,,,,,,,,,,,,,,2,19,1,"3,4,5,6",,3,,2,2,1
2018-03-14 13:55:16,2018-03-14 14:04:14,0,84.229.242.215,100,537,1,2018-03-14 14:04:15,R_0cvMHRyDeMs6pCV,,,,,31.779998779297,35.229995727539,anonymous,HE,28,1,2,1,67,13,18,7,8,9,11,12,15,14,4,1,16,2,5,22,21,10,25,23,17,20,3,19,24,6,1.רמבם2.בני ציון3.כרמל4.שערי צדק5.סורוקה6.אסותא אשדוד7.רבין בילינסון8.רבין השרון9.מאיר10.המרכזי בעמק11.אסף הרופא12.שיבא13.איכילוב - סוראסקי14.קפלן15.הדסה16.וולפסון17.נצרת18.יוספטל19.מעיני הישועה20.נהריה21.הלל יפה22.רבקה זיו23.פוריה24.לניאדו25.ברזילי,,,,,,,,,,,,,,,,,,,,,,,,,,2,15,2,,,2,,3,2,1
2018-03-14 14:11:13,2018-03-14 14:17:38,0,87.69.200.147,100,384,1,2018-03-14 14:17:39,R_1mIUlMPKTQmdKRX,,,,,30.987197875977,34.931396484375,anonymous,HE,28,1,2,1,67,3,24,4,9,13,19,18,5,8,23,6,14,11,1,25,7,22,21,17,10,20,16,15,12,2,1.סורוקה2.איכילוב - סוראסקי3.רבין בילינסון4.רמבם5.כרמל6.שיבא7.מאיר8.בני ציון9.הדסה10.שערי צדק11.אסותא אשדוד12.אסף הרופא13.יוספטל14.קפלן15.וולפסון16.המרכזי בעמק17.מעיני הישועה18.רבין השרון19.הלל יפה20.לניאדו21.ברזילי22.נהריה23.נצרת24.פוריה25.רבקה זיו,,,,,,,,,,,,,,,,,,,,,,,,,,2,16,1,"3,5,9",סימון בתי חולים מאוד מבוקשים במקומות 2-6 על מנת להגדיל סיכוי לקבל את מקום ראשון בעל דרגת ביקוש בינונית,3,,2,2,1
2018-03-14 14:23:37,2018-03-14 14:32:20,0,77.126.2.184,100,522,1,2018-03-14 14:32:21,R_2B9ArPQKJ1vwuzV,,,,,32.066696166992,34.766693115234,anonymous,HE,29,2,5,2,34,1,18,2,5,3,8,9,16,10,15,17,4,13,12,24,7,11,20,23,25,22,14,21,19,6,1.וולפסון2.רבין השרון3.הלל יפה4.אסותא אשדוד5.אסף הרופא6.מאיר7.רבין בילינסון8.איכילוב - סוראסקי9.קפלן10.סורוקה11.שיבא12.כרמל13.בני ציון14.המרכזי בעמק15.רמבם16.ברזילי17.שערי צדק18.הדסה19.מעיני הישועה20.לניאדו21.יוספטל22.נצרת23.פוריה24.נהריה25.רבקה זיו,,,,,,,,,,,,,,,,,,,,,,,,,,2,9,1,"1,4,5,6,7,8",,3,,3,2,1
2018-03-14 10:16:31,2018-03-14 14:34:46,0,37.142.171.153,100,15494,1,2018-03-14 14:34:47,R_3FR7d2CK3DS8zDk,,,,,31.5,34.75,anonymous,HE,30,2,1,2,6,2,20,3,5,9,10,1,13,15,14,4,7,18,11,25,12,23,16,24,21,22,19,6,17,8,,7,5,16,8,21,25,9,4,2,19,10,17,23,15,1,11,3,22,24,18,14,13,12,6,20,2,21,2,,,2,,3,4,1
2018-03-14 14:17:33,2018-03-14 14:35:19,0,62.90.131.234,100,1066,1,2018-03-14 14:35:20,R_2ClwEuRFF3VGz5Q,,,,,32.066696166992,34.766693115234,anonymous,HE,29,2,2,1,67,3,21,1,11,7,9,4,15,17,14,2,10,5,12,22,19,13,25,23,24,18,6,20,16,8,1.מאיר2.שיבא3.אסף הרופא4.וולפסון5.רמבם6.איכילוב - סוראסקי7.רבין בילינסון8.בני ציון9.כרמל10.הלל יפה11.יוספטל12.מעיני הישועה13.קפלן14.רבין השרון15.המרכזי בעמק16.אסותא אשדוד17.הדסה18.שערי צדק19.סורוקה20.לניאדו21.נהריה22.נצרת23.ברזילי24.רבקה זיו25.פוריה,,,,,,,,,,,,,,,,,,,,,,,,,,2,13,1,"1,5,6,7",,3,,1,2,1
2018-03-14 14:41:41,2018-03-14 15:01:43,0,62.90.131.234,100,1201,1,2018-03-14 15:01:44,R_0xhgqvoC27tF4xH,,,,,32.066696166992,34.766693115234,anonymous,HE,32,1,2,1,1,2,25,1,6,7,5,3,19,10,20,15,4,16,13,22,12,21,14,23,24,18,17,9,11,8,1.רבין בילינסון2.וולפסון3.אסף הרופא4.הלל יפה5.לניאדו6.מעיני הישועה7.קפלן8.איכילוב - סוראסקי9.סורוקה10.רבין השרון11.ברזילי12.מאיר13.אסותא אשדוד14.שיבא15.רמבם16.בני ציון17.הדסה18.כרמל19.שערי צדק20.המרכזי בעמק21.נצרת22.יוספטל23.נהריה24.פוריה25.רבקה זיו,,,,,,,,,,,,,,,,,,,,,,,,,,2,12,1,"1,5,6,8",,3,,1,1,1
2018-03-14 14:17:21,2018-03-14 15:05:01,0,82.81.30.117,100,2860,1,2018-03-14 15:05:01,R_1r7eSbAv7tJowuG,,,,,32.066696166992,34.766693115234,anonymous,HE,26,1,5,2,28,9,22,1,14,2,7,3,8,16,4,13,6,17,15,24,5,18,21,23,25,20,11,19,12,10,1.שיבא2.שערי צדק3.וולפסון4.הלל יפה5.איכילוב - סוראסקי6.רבין בילינסון7.מאיר8.הדסה9.רמבם10.אסף הרופא11.רבין השרון12.אסותא אשדוד13.בני ציון14.כרמל15.סורוקה16.קפלן17.המרכזי בעמק18.יוספטל19.מעיני הישועה20.נצרת21.לניאדו22.ברזילי23.נהריה24.פוריה25.רבקה זיו,,,,,,,,,,,,,,,,,,,,,,,,,,1,24,1,"2,3,5,6,8,9",שיניתי קצת את העדיפויות כי רצתי בזוג עם אשתי והעדיפויות שלנו שונות,3,,3,2,1
2018-03-14 14:19:47,2018-03-14 15:05:40,0,82.81.30.117,100,2752,1,2018-03-14 15:05:41,R_UbGJwmXZ5KMYUyB,,,,,32.066696166992,34.766693115234,anonymous,HE,27,2,5,2,43,4,22,2,14,3,5,1,7,16,6,10,8,15,19,24,11,13,21,23,25,20,9,18,17,12," 1.שיבא2.שערי צדק3.וולפסון4.הלל יפה5.איכילוב - סוראסקי6.רבין בילינסון7.מאיר8.הדסה9.רמבם10.אסף הרופא11.רבין השרון12.אסותא אשדוד13.בני ציון14.כרמל15.סורוקה16.קפלן17.המרכזי בעמק18.יוספטל19.מעיני הישועה20.נצרת21.לניאדו22.ברזילי23.נהריה24.פוריה25.רבקה זיו",,,,,,,,,,,,,,,,,,,,,,,,,,1,24,1,"3,5,6,8",,3,,3,4,1
2018-03-13 20:13:55,2018-03-14 15:15:33,0,37.60.47.84,100,68497,1,2018-03-14 15:15:34,R_BP3KLTi1cQtuoJX,,,,,31.779998779297,35.229995727539,anonymous,HE,30,1,1,2,40,3,22,1,5,13,2,8,7,6,12,15,4,19,11,25,16,20,23,24,21,18,14,10,17,9,1.אסף הרופא2.רבין השרון3.וולפסון4.קפלן5.מעיני הישועה6.רבין בילינסון7.איכילוב - סוראסקי8.אסותא אשדוד9.שיבא10.סורוקה11.הדסה12.יוספטל13.מאיר14.שערי צדק15.רמבם16.בני ציון17.הלל יפה18.לניאדו19.כרמל20.נהריה21.המרכזי בעמק22.נצרת23.ברזילי24.פוריה25.רבקה זיו,,,,,,,,,,,,,,,,,,,,,,,,,,2,3,1,"1,3,7",,3,,2,2,1
2018-03-14 15:00:46,2018-03-14 15:21:25,0,109.66.3.115,100,1239,1,2018-03-14 15:21:26,R_DMjaywwq41Wb48V,,,,,32.023101806641,34.750305175781,anonymous,HE,32,1,5,2,1,1,16,2,7,4,5,3,13,10,12,9,6,19,15,25,8,20,21,24,23,22,18,17,14,11,1.איכילוב - סוראסקי2.מאיר3.וולפסון4.שערי צדק5.סורוקה6.הדסה7.רמבם8.המרכזי בעמק9.כרמל10.שיבא11.רבין בילינסון12.הלל יפה13.נצרת14.ברזילי15.אסף הרופא16.קפלן17.בני ציון18.נהריה19.רבין השרון20.אסותא אשדוד21.לניאדו22.יוספטל23.מעיני הישועה24.פוריה25.רבקה זיו,1,19,10,20,2,12,11,6,23,4,7,3,15,5,25,16,8,13,24,14,17,9,22,18,21,2,5,1,"4,5,6,8",,3,,1,4,1
2018-03-14 15:26:45,2018-03-14 15:31:59,0,79.183.61.108,100,314,1,2018-03-14 15:32:01,R_1LTO8VksK9fTZwg,,,,,32.066696166992,34.766693115234,anonymous,HE,30,2,5,1,34,1,25,9,5,7,3,8,23,4,22,13,2,12,21,19,10,16,17,20,24,18,14,15,11,6,2.אסף הרופא3.קפלן4.רבין השרון5.אסותא אשדוד6.הלל יפה7.מאיר8.שיבא9.איכילוב - סוראסקי10.רבין בילינסון11.לניאדו12.מעיני הישועה13.כרמל14.רמבם15.ברזילי16.סורוקה17.בני ציון18.המרכזי בעמק19.יוספטל20.שערי צדק21.הדסה22.נצרת23.נהריה24.פוריה25.רבקה זיו,,,,,,,,,,,,,,,,,,,,,,,,,,2,9,1,"3,6,7",,3,,3,2,1
2018-03-14 15:42:32,2018-03-14 15:53:44,0,80.179.96.90,100,671,1,2018-03-14 15:53:45,R_3Mmn3WLysEHjOdJ,,,,,32.81559753418,34.989196777344,anonymous,HE,30,1,5,1,54,1,20,2,7,4,3,9,10,6,11,12,8,13,16,25,17,15,18,24,22,23,14,21,19,5," 1.רבין בילינסון2.אסף הרופא3.וולפסון4.רבין השרון5.אסותא אשדוד6.איכילוב - סוראסקי7.מאיר8.קפלן9.הלל יפה10.לניאדו11.יוספטל12.רמבם13.בני ציון14.כרמל15.שיבא16.הדסה17.שערי צדק18.סורוקה19.מעיני הישועה20.המרכזי בעמק21.ברזילי22.נצרת23.נהריה24.פוריה25.רבקה זיו",,,,,,,,,,,,,,,,,,,,,,,,,,2,5,1,"1,4,5,6",,3,,2,3,1
2018-03-14 15:50:45,2018-03-14 16:00:16,0,77.127.58.205,100,571,1,2018-03-14 16:00:17,R_ukQLADPfCij06GJ,,,,,32.066696166992,34.766693115234,anonymous,HE,27,2,5,2,33,4,19,1,2,9,5,3,11,8,12,14,7,15,18,24,13,20,21,23,25,22,16,10,17,6,,7,20,6,1,9,2,8,10,4,11,12,3,13,15,25,16,17,22,24,21,23,14,18,19,5,2,20,1,"1,3,5,6,7,8",,3,,2,2,1
2018-03-14 15:55:45,2018-03-14 16:03:07,0,84.109.137.155,100,442,1,2018-03-14 16:03:08,R_2f8lBKXxAJhGG0R,,,,,31.779998779297,35.229995727539,anonymous,HE,24,2,4,1,45,11,13,16,18,14,15,10,8,7,9,1,17,2,4,21,20,19,12,22,23,5,3,24,25,6,,,,,,,,,,,,,,,,,,,,,,,,,,,1,16,1,"1,2,3,5,7,8",,3,,1,3,1
2018-03-14 16:05:06,2018-03-14 16:12:56,0,132.64.29.75,100,470,1,2018-03-14 16:12:57,R_1K89zItxcn4J3qF,,,,,31.779998779297,35.229995727539,anonymous,HE,32,1,4,1,45,7,23,3,4,6,10,2,1,12,5,17,13,18,8,24,15,16,20,22,25,21,19,11,14,9," 1.הדסה2.שערי צדק3.קפלן4.שיבא5.רבין השרון6.מאיר7.רבין בילינסון8.איכילוב - סוראסקי9.מעיני הישועה10.אסף הרופא11.וולפסון12.סורוקה13.אסותא אשדוד14.הלל יפה15.רמבם16.כרמל17.בני ציון18.המרכזי בעמק19.לניאדו20.יוספטל21.נצרת22.ברזילי23.נהריה24.פוריה25.רבקה זיו",,,,,,,,,,,,,,,,,,,,,,,,,,2,6,1,"1,4,5,6,8",,3,,1,2,1
2018-03-14 15:53:33,2018-03-14 16:14:02,0,2.53.172.160,100,1229,1,2018-03-14 16:14:03,R_1LItOn6jwUQSpGe,,,,,32.066696166992,34.766693115234,anonymous,HE,25,2,4,1,45,16,20,2,7,11,9,6,3,8,1,12,10,15,4,24,19,14,23,25,21,22,13,18,17,5,1.שערי צדק2.הדסה3.וולפסון4.אסף הרופא5.קפלן6.אסותא אשדוד7.רבין השרון8.מאיר9.רבין בילינסון10.סורוקה11.איכילוב - סוראסקי12.שיבא13.רמבם14.יוספטל15.כרמל16.בני ציון17.המרכזי בעמק18.הלל יפה19.מעיני הישועה20.לניאדו21.נצרת22.ברזילי23.נהריה24.פוריה25.רבקה זיו,17,18,25,23,12,4,20,2,5,1,9,3,6,14,8,11,24,22,16,7,19,21,15,13,10,2,24,1,"1,3,4,5,6,8",,3,,1,2,1
2018-03-14 16:07:51,2018-03-14 16:16:42,0,79.181.149.175,100,530,1,2018-03-14 16:16:43,R_u34FxwZ947ikJ6p,,,,,32.066696166992,34.766693115234,anonymous,HE,28,2,5,2,34,20,23,11,12,10,6,8,15,5,19,3,9,1,14,25,13,17,16,24,22,4,2,21,18,7,1.בני ציון2.כרמל3.רמבם4.נהריה5.הלל יפה6.המרכזי בעמק7.קפלן8.אסותא אשדוד9.אסף הרופא10.איכילוב - סוראסקי11.הדסה12.סורוקה13.וולפסון14.לניאדו15.שערי צדק16.שיבא17.רבין בילינסון18.רבין השרון19.מאיר20.יוספטל21.מעיני הישועה22.פוריה23.נצרת24.ברזילי25.רבקה זיו,,,,,,,,,,,,,,,,,,,,,,,,,,2,14,1,8,,2,,2,2,1
2018-03-14 16:18:48,2018-03-14 16:28:42,0,2.53.48.240,100,594,1,2018-03-14 16:28:43,R_1pW2RuGwaUe5HJL,,,,,32.080596923828,34.814193725586,anonymous,HE,24,2,4,1,45,4,5,1,18,10,13,2,9,16,17,7,14,8,3,24,15,11,23,22,21,20,12,19,25,6,,12,11,1,18,14,6,8,5,16,17,7,3,10,2,24,13,15,25,23,22,20,9,19,21,4,1,14,1,"3,6",,2,,2,2,1
2018-03-14 16:23:02,2018-03-14 16:30:09,0,37.142.164.122,100,427,1,2018-03-14 16:30:10,R_2waWUk2yG9xlu7M,,,,,31.5,34.75,anonymous,HE,35,1,5,1,56,12,17,8,16,4,10,7,21,3,22,9,14,5,11,25,1,15,23,19,24,20,6,18,2,13,,4,23,24,13,16,3,10,20,11,9,19,12,14,21,1,17,15,8,22,25,18,6,7,2,5,2,12,2,,,3,,2,4,1
2018-03-14 16:25:22,2018-03-14 16:31:35,0,141.226.174.65,100,373,1,2018-03-14 16:31:36,R_1fiU2g3ER0i6Q2O,,,,,32.066696166992,34.766693115234,anonymous,HE,25,2,5,1,34,3,21,1,4,2,22,6,13,19,23,8,17,7,15,25,5,9,18,24,11,16,14,12,10,20,,14,21,2,13,1,7,3,4,25,17,9,18,15,5,11,22,6,20,16,24,12,8,19,23,10,2,13,1,"4,5",,3,,2,2,1
2018-03-14 15:14:29,2018-03-14 16:32:28,0,46.19.85.21,100,4679,1,2018-03-14 16:32:30,R_3PXdYU50ODWJ3BL,,,,,32.066696166992,34.766693115234,anonymous,HE,30,1,2,1,67,5,23,2,4,3,8,1,14,10,13,15,7,16,9,20,11,18,12,21,24,19,17,22,25,6," 1.שיבא2.אסף הרופא3.וולפסון4.קפלן5.סורוקה6.אסותא אשדוד7.רבין בילינסון8.מאיר9.רבין השרון10.איכילוב - סוראסקי11.הלל יפה12.שערי צדק13.הדסה14.רמבם15.בני ציון16.כרמל17.המרכזי בעמק18.מעיני הישועה19.יוספטל20.ברזילי21.לניאדו22.נצרת23.נהריה24.רבקה זיו25.פוריה",,,,,,,,,,,,,,,,,,,,,,,,,,2,23,1,"1,3,5,6",,3,,2,2,1
